Website,SKU,Link(from where we get info),Name,Type of product,Model/Color,Material,Price,Promo Price,Description of a product (romantic),Size,Info from the file,Width,Depth,Height,Weight,Bullet1,Bullet2,Bullet3,Bullet4,Bullet5,Bullet6,Bullet7,Bullet8,Bullet9,Bullet10,Bullet11,Bullet12,Bullet13,Bullet14,Bullet15,Name of the document1,Downloads1,Name of the document2,Downloads2,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8,Image9,Image10
https://ofminc.com/,1070-BLK-NAT,https://ofminc.com/products/ofm-1070-office-computer-desk,"44"" Home Retro Desk, Writing Desk with Storage, Hairpin Legs (1070)",Desk,Natural,,105.40,122.40,"<p>Add a touch of elegance, with the functionality of storage space, with this minimalist 44"" Home Retro Desk, Writing Desk with Storage, Hairpin Legs. The writing desk features clean lines and a simplistic design.
</p>"," 43.31"" L x 21.65"" D x 29"" H",http://images.salsify.com/image/upload/s--H0jqSy1w--/cai2sbfmnnf0y2sdbxsb.pdf," 43.31"" "," 21.65"" "," 29""",150 lb ,Writing desk features clean lines and a simplistic design,Built-in open storage space beneath desk top,"1/2"" thick desk top surface",Industrial style hairpin legs,"Desk dimensions are 43.31"" L x 21.65"" D x 29"" H",150 lb weight capacity,OFM Limited Warranty,,,,,,,,,,,Tear Sheet,http://images.salsify.com/image/upload/s--H0jqSy1w--/cai2sbfmnnf0y2sdbxsb.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/olmybkmibh1xc5itlk44_large.jpg?v=1603311878,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wzttlgejobmsv1zqg4av_large.jpg?v=1603310428,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/hjm7olig0ffpu8hzdge2_large.jpg?v=1603310428,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ymgumhpgjazei7pykpv0_large.jpg?v=1603310428,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/o4ongofzpu7fh5kko6yz_large.jpg?v=1603310428,,,,,
https://ofminc.com/,1070-BLK-KOA,https://ofminc.com/products/ofm-1070-office-computer-desk,"44"" Home Retro Desk, Writing Desk with Storage, Hairpin Legs (1070)",Desk,Knotty Oak,,122.40,122.40,"<p>Add a touch of elegance, with the functionality of storage space, with this minimalist 44"" Home Retro Desk, Writing Desk with Storage, Hairpin Legs. The writing desk features clean lines and a simplistic design.
</p>"," 43.31"" L x 21.65"" D x 29"" H",http://images.salsify.com/image/upload/s--H0jqSy1w--/cai2sbfmnnf0y2sdbxsb.pdf," 43.31"" "," 21.65"" "," 29""",150 lb ,Writing desk features clean lines and a simplistic design,Built-in open storage space beneath desk top,"1/2"" thick desk top surface",Industrial style hairpin legs,"Desk dimensions are 43.31"" L x 21.65"" D x 29"" H",150 lb weight capacity,OFM Limited Warranty,,,,,,,,,,,Tear Sheet,http://images.salsify.com/image/upload/s--H0jqSy1w--/cai2sbfmnnf0y2sdbxsb.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xgg90njlthroipnofqam_large.jpg?v=1603311878,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tiwdjstecsrny1m5ikg5_large.jpg?v=1603311878,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ogzzvrf078vngahqc1iw_large.jpg?v=1603311878,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tmaprorv1amhf8rw3o42_large.jpg?v=1603311878,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/o9l6ftd6xtkfzwyp4fkf_large.jpg?v=1603311878,,,,,
https://ofminc.com/,568-BLK,https://ofminc.com/products/ofm-568-executive-office-chair,"Bonded Leather Manager Chair, High Back Office Chair for Computer Desk (568)",Desk,Black,,225.72,,"<p>
</p>",,http://images.salsify.com/image/upload/s--eHiSnrmp--/yxfxzrvkme0x31zsi4xa.pdf,,,,"OFFICE CHAIR with WARRANTY: The twin-wheel casters on the base provide easy mobility, and allow a ",LEATHER WORK CHAIR: Provide the ultimate relaxation and comfort behind your desk with this chair’s extra thick back support,ERGONOMIC ADJUSTMENTS: The lock and tilt mechanism for this chair allows for easy recline or lock in the upright position,DURABLE OFFICE FURNITURE: The chrome base of this chair gives an elegant accent to your office space,CHAIR with ARMS: This chair has height adjustable arms for total upper-body support,"OFFICE CHAIR with WARRANTY: The twin-wheel casters on the base provide easy mobility, and allow a weight capacity up to 250lbs. Backed by OFMs Limited Warranty",,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--Dzm7786C--/iywoug3ebehzyyy5wzx2,Tear Sheet,http://images.salsify.com/image/upload/s--eHiSnrmp--/yxfxzrvkme0x31zsi4xa.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fqz75tlmv1xkfwkb72jk_large.jpg?v=1602702818,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/dmxvzf8kzgz2nhpfxurh_large.jpg?v=1603310697,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wugz7k5wzxjqqytirnc1_large.jpg?v=1603310697,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/icyy3odlze7wlqu3ma90_large.jpg?v=1603310697,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/g1mtxv1agtqpdumrrope_large.jpg?v=1603310697,,,,,
https://ofminc.com/,E1000,https://ofminc.com/products/ofm-e1000-office-task-chair,Essentials by OFM E1000 Mesh Swivel Task Chair with Arms,Chair,Black,,90.52,,"<p>
</p>",,http://images.salsify.com/image/upload/s--FOn9kMXO--/q7iqy8rkaeilystkmhlk.pdf,,,,250 pound ,Cooling mesh back: added comfort with breathable fabric that promotes air circulation,Height adjustable: pneumatic seat adjustment adapts chair to multiple body heights,Fixed arms: all-day support for upper body and shoulders,Engineered for maximum comfort and durability,250 pound weight capacity,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--S2XXur-L--/l2kvce2oqrnqj1imy03g.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--FOn9kMXO--/q7iqy8rkaeilystkmhlk.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/sr40ld3bt7baltif8hal_large.jpg?v=1602702855,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/w4dfb5r0ngkdfq4yhtr5_large.jpg?v=1603310801,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/eggo7c4smbsxygc9razr_large.jpg?v=1603310801,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vfc605ezxct0nlj7kzn5_large.jpg?v=1603310801,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/db5uqjcq70rxhv5crhl6_large.jpg?v=1603310801,,,,,
https://ofminc.com/,E1001,https://ofminc.com/products/ofm-e1001-office-task-chair,Essentials by OFM E1001 Computer and Task Chair,Chair,Black,,101.52,,"<p>Timelessly functional OFM’s Computer and Task Chair in the Essentials collection, Model E1001, is a necessity for any workspace. A desk job can wreak havoc on your joints and back, to combat this the Computer Task Chair has been engineered for maximum comfort. The cooling mesh back allows the breathable fabric to promote air circulation, while the fixed arms provide all-day support to your upper body. Whether short or tall the pneumatic height adjustable seat adapts to multiple body types. Weight capacity up to 250lbs.
</p>",,http://images.salsify.com/image/upload/s--wDfZisg0--/crzs1msxc6n6dgyhytyb.pdf,,,,250 pound ,Cooling mesh back: added comfort with breathable fabric that promotes air circulation,Height adjustable: pneumatic seat adjustment adapts chair to multiple body heights,Fixed arms: all-day support for upper body and shoulders,Engineered for maximum comfort and durability,250 pound weight capacity,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--7qod5s34--/q2rhctvivwdyt2ugxhe0.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--wDfZisg0--/crzs1msxc6n6dgyhytyb.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/skltcthy0kiokhrs6zwr_large.jpg?v=1602702857,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/dyqifljtwy5cmlrvvasn_large.jpg?v=1603310807,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ksfuvmze7utcaeom658d_large.jpg?v=1603310807,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/mnngrxgidli03jsrsr9r_large.jpg?v=1603310807,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/nrickpyregkop5akwvmu_large.jpg?v=1603310807,,,,,
https://ofminc.com/,E1003-BLK,https://ofminc.com/products/ofm-e1003-executive-office-chair,Essentials by OFM E1003 Executive Conference Chair,Chair,Black,,172.8,,"<p>OFM’s Executive Conference Chair in the Essentials collection, Model E1003, is a chair that regards everyone like a CEO. This classically chic chair makes spending time at the desk an absolute joy. Covered by the smooth pliable SofThread Leather, and the segmented padding throughout with the built-in lumbar support; standing-up will not be an option. The chair is supported by a dependable 5-star base and it can hold up to 250lbs.
</p>",,http://images.salsify.com/image/upload/s--0NtSqZmD--/mrq1sehrv8rqycmqnvma.pdf,,,,"Sturdy 25"" 5-star base with casters and 250lb ","SofThread Leather: smooth, pliable seating surface with tufted stitching detail gives an upscale feel at a compelling price",Total support: segmented padding through back and seat with built-in lumbar support,"360-degree swivel, tilt tension, lock, and seat height adjustment for customized ergonomic comfort","Sturdy 25"" 5-star base with casters and 250lb weight capacity",,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--CK-VY2cx--/zwwnowzqrk7qheexzoov.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--0NtSqZmD--/mrq1sehrv8rqycmqnvma.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ccmgydr3yuoutpnrfqxr_large.jpg?v=1602702858,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tyweib8orme7oxigayoz_large.jpg?v=1620762325,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tiqt0h6y8graopoeedod_large.jpg?v=1620762325,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/er56zgiz54qyxhvi6osi_large.jpg?v=1620762325,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/oyua3y9e9a0ikwcm61rb_large.jpg?v=1620762325,,,,,
https://ofminc.com/,E1008,https://ofminc.com/products/ofm-e1008-executive-office-chair,Essentials by OFM E1008 Mid Back Executive Chair,Chair,Black,,74.4,,"<p>OFM’s Executive Conference Chair in the Essentials collection, Model E1003, is a chair that regards everyone like a CEO. This classically chic chair makes spending time at the desk an absolute joy. Covered by the smooth pliable SofThread Leather, and the segmented padding throughout with the built-in lumbar support; standing-up will not be an option. The chair is supported by a dependable 5-star base and it can hold up to 250lbs.
</p>",,http://images.salsify.com/image/upload/s--x5Bj1o_V--/gr7ocrjzopq4twg65mgi.pdf,,,,"Sturdy 25"" 5-star base with casters and 250lb ","SofThread Leather: smooth, pliable seating surface with tufted stitching detail gives an upscale feel at a compelling price",Total support: segmented padding through back and seat with built-in lumbar support,Gas-lift seat height adjustment and 360-degree swivel for customized ergonomic comfort,"Sturdy 25"" 5-star base with casters and 250lb weight capacity",GreenGuard Certified product,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--uGeR21KJ--/uwhtqpbcbwulb4k7ludh.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--x5Bj1o_V--/gr7ocrjzopq4twg65mgi.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/n97a7qgdjpb9fkcqk7gh_large.jpg?v=1602702861,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ikd1yr5pinmmadbltr0u_large.jpg?v=1603310830,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ykkzi9g5mxpqh1mhu3me_large.jpg?v=1603310830,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/emmflvcj0xtjnazxm43j_large.jpg?v=1603310830,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vxsxmjmw9ahwdrekoaqt_large.jpg?v=1603310830,,,,,
https://ofminc.com/,ESS-100-BLK,https://ofminc.com/products/ofm-ess-100-office-task-chair,Essentials by OFM ESS-100 Mesh Back Task Chair,Chair,Black,,44.84,,"<p>
</p>",,http://images.salsify.com/image/upload/s--AqDbJ6uw--/zkdk8cduo7axveqjgmau.pdf,,,,250 pound ,"Smart design: cooling, breathable mesh back and stain-resistant fabric seat",Added ergonomic comfort: built-in lumbar support,Fixed looped arms: all-day support and comfort for upper body and shoulders,Height adjustable: gas lift seat adjustment adapts chair to multiple body heights,250 pound weight capacity,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--6SrtQkt5--/c6kopp4bii8sdq5usc41.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--AqDbJ6uw--/zkdk8cduo7axveqjgmau.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ng70qsrvmpyb0ixyy0pt_large.jpg?v=1602702881,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fqmh5hsg0ekkf4iz6bp1_large.jpg?v=1603310842,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lpcoi8tw0i0b4ptdtlpi_large.jpg?v=1603310842,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/zksm4elzmde0fooki68z_large.jpg?v=1603310842,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ufz1mt853u4l0pu1h3dy_large.jpg?v=1603310842,,,,,
https://ofminc.com/,ESS-1000-DWD,https://ofminc.com/products/ofm-ess-1000-office-computer-desk,Essentials by OFM ESS-1000 Floating Top Office Desk,Desk,Driftwood,,68.82,,"<p>Inspired by clean lines of Mid-Century Modern Style, The Floating Top Office Desk in the Essentials collection, Model ESS-1000, is truly an eye-catching desk. The realistic wood grain look and texture allows for true product versatility and creative license in terms of decorating or minimalizing. The floating top design is supported by sturdy O-legs and rear stabilizer, it also features leveling feet on all four corners to ensure stability.
</p>",,http://images.salsify.com/image/upload/s--38zf6ZGm--/z3viacgaauljjldrj4aj.pdf,,,,,"Modern, clean floating top design is supported by sturdy O-legs and rear stabilizer",Powder-coated steel frame construction and leveling feet on all four corners,Desk surface features realistic wood grain look and texture,Features leveling feet on all four corners to ensure stability,Easy to assemble.,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--3XGZ59fH--/stkxy6gdxyf7tbhk6tft.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--38zf6ZGm--/z3viacgaauljjldrj4aj.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fepbprcaqnhscewdhx4k_large.jpg?v=1602702865,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/tcrgykrxppdbjdrwji9c_large.jpg?v=1603310849,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ss2vlg43bttmfdeyap9b_large.jpg?v=1603310849,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/wrmtdqhkyrnbcchnogfv_large.jpg?v=1603310849,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/cbybezrijuvyfa06qc4p_large.jpg?v=1603310849,,,,,
https://ofminc.com/,ESS-1002-ESP,https://ofminc.com/products/ofm-ess-1002-office-computer-desk,Essentials by OFM ESS-1002 2-Drawer Office Desk,Desk,Espresso,,90.72,,"<p>Distinguished by its superior build, OFM’s 2-Drawer Office Desk in the Essentials Series, Model ESS-1002 is the epitome of minimalistic style. The clean lines, and slender stature will compliment a multitude of designs and add charm to any workspace. This desk is multi-functional with its simple workspace features, such as its 2-drawer design for extra storage and easy access. Weight capacity up to 200lbs.
</p>",,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,,,,,"Modern, clean design blends well with any environment and maximizes under-desk space",Sturdy powder-coated steel frame construction and leveling feet to ensure stability,Features two drawers for office supplies and extra storage,Desk surface features realistic wood grain look and texture,Easy to assemble,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--OxMf0RVe--/ixaeja9vlv3nhaivqnd5.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vknlqutmwl7q1c44crba_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bgas5nfxzp6wbjn8nmsg_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/shyexybupaipxfduosmk_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/mc15j4bvcf0unekxhoct_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/jvdto1jvhxmtr6ywundh_large.jpg?v=1616507247,,,,,
https://ofminc.com/,ESS-1002-HVT,https://ofminc.com/products/ofm-ess-1002-office-computer-desk,Essentials by OFM ESS-1002 2-Drawer Office Desk,Desk,Harvest,,90.72,,"<p>Distinguished by its superior build, OFM’s 2-Drawer Office Desk in the Essentials Series, Model ESS-1002 is the epitome of minimalistic style. The clean lines, and slender stature will compliment a multitude of designs and add charm to any workspace. This desk is multi-functional with its simple workspace features, such as its 2-drawer design for extra storage and easy access. Weight capacity up to 200lbs.
</p>",,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,,,,,"Modern, clean design blends well with any environment and maximizes under-desk space",Sturdy powder-coated steel frame construction and leveling feet to ensure stability,Features two drawers for office supplies and extra storage,Desk surface features realistic wood grain look and texture,Easy to assemble,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--OxMf0RVe--/ixaeja9vlv3nhaivqnd5.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/fh8k0ne2hgguvzewob7y_large.jpg?v=1616507259,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pkfb503wzljgik9uhsm1_large.jpg?v=1616507282,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/iz8o60dwnm5fkb8jib72_large.jpg?v=1616507292,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lgyjjjvlmsocd57ftuwe_large.jpg?v=1616507302,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/pbxursxrhj17yrhgjrum_large.jpg?v=1616507313,,,,,
https://ofminc.com/,ESS-1002-DWD,https://ofminc.com/products/ofm-ess-1002-office-computer-desk,Essentials by OFM ESS-1002 2-Drawer Office Desk,Desk,Driftwood,,90.72,,"<p>Distinguished by its superior build, OFM’s 2-Drawer Office Desk in the Essentials Series, Model ESS-1002 is the epitome of minimalistic style. The clean lines, and slender stature will compliment a multitude of designs and add charm to any workspace. This desk is multi-functional with its simple workspace features, such as its 2-drawer design for extra storage and easy access. Weight capacity up to 200lbs.
</p>",,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,,,,,"Modern, clean design blends well with any environment and maximizes under-desk space",Sturdy powder-coated steel frame construction and leveling feet to ensure stability,Features two drawers for office supplies and extra storage,Desk surface features realistic wood grain look and texture,Easy to assemble,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--OxMf0RVe--/ixaeja9vlv3nhaivqnd5.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--0cp4oTa9--/eo65m8zwtee1ous41u3v.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bc7ddlmrzhiw7jiuubfx_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vc4izqnl2lki9s6s5zuc_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/v11u5nnds2mfnl9o3ls7_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/oiyfooeok9hm6tgqa6wu_large.jpg?v=1616507247,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vgtf0cwavkbx6n7j8gl3_large.jpg?v=1616507247,,,,,
https://ofminc.com/,ESS-1003-GRY-WNT,https://ofminc.com/products/ofm-ess-1003-office-computer-desk,Essentials by OFM ESS-1003 Computer Desk with Shelf,Desk,Walnut/Gray,,71.01,90.36,"<p>Distinguished by its superior build, OFM’s Computer Desk with Shelf, Model ESS-1003 is the epitome of minimalistic style. The clean lines, and slender stature will compliment a multitude of designs and add charm to any workspace. This desk is multi-functional with its simple workspace features, wire management cutout and top shelf for easy desk access. Weight capacity up to 200lbs.
</p>",,http://images.salsify.com/image/upload/s--h0TX2DRi--/prlsd9bg5w8qxttj4s8w.pdf,,,,200 lb. ,"Modern, minimalist style that fits with any decor","Multi-functional, simple workspace features wire management cutout plus top shelf for desk accessories",Perfect for small spaces,Desk surface features realistic wood grain look and texture,200 lb. weight capacity,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--n4kVW50h--/qvmtko48nmo77xhfuyo1.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--h0TX2DRi--/prlsd9bg5w8qxttj4s8w.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/z1l0jejegwrfdv1sgyib_large.jpg?v=1602702872,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/vrdkibaqi9cce9dujwrl_large.jpg?v=1603313308,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/gip7knu3gf0s6jzt1kwm_large.jpg?v=1603313308,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/uzntqvacvervq4uqh95k_large.jpg?v=1603313308,,,,,,
https://ofminc.com/,ESS-1003-WHT-NAT,https://ofminc.com/products/ofm-ess-1003-office-computer-desk,Essentials by OFM ESS-1003 Computer Desk with Shelf,Desk,Natural/White,,73.14,90.36,"<p>Distinguished by its superior build, OFM’s Computer Desk with Shelf, Model ESS-1003 is the epitome of minimalistic style. The clean lines, and slender stature will compliment a multitude of designs and add charm to any workspace. This desk is multi-functional with its simple workspace features, wire management cutout and top shelf for easy desk access. Weight capacity up to 200lbs.
</p>",,http://images.salsify.com/image/upload/s--h0TX2DRi--/prlsd9bg5w8qxttj4s8w.pdf,,,,200 lb. ,"Modern, minimalist style that fits with any decor","Multi-functional, simple workspace features wire management cutout plus top shelf for desk accessories",Perfect for small spaces,Desk surface features realistic wood grain look and texture,200 lb. weight capacity,,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--n4kVW50h--/qvmtko48nmo77xhfuyo1.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--h0TX2DRi--/prlsd9bg5w8qxttj4s8w.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bzusjit58l3gxgrbf10d_large.jpg?v=1603313308,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/xjlh2kic6slgdh9lqbgp_large.jpg?v=1603310873,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/rgmrvfeni7xle7nu2ecm_large.jpg?v=1603310873,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/sid8xkbklbimwzl11pgi_large.jpg?v=1603310873,,,,,,
https://ofminc.com/,ESS-1004-GRY-WNT,https://ofminc.com/products/ofm-ess-1004-office-computer-desk,Essentials by OFM ESS-1004 Combination Desk with 4 Shelf Unit,Desk,Walnut/Gray,,98.28,,"<p>The Essentials by OFM ESS-1004 Combination Desk and 4 Shelf Unit features four laminate surfaces to help keep projects organized. It has a durable metal frame that coincides nicely with the laminate surface. The desk is equipped with leveling glides to help keep the desk and shelves balanced and fortified. The ESS-1004 comes in two color options, gray walnut and white natural.
</p>",,http://images.salsify.com/image/upload/s--oEtZ8Lcd--/mwactkfkdb6pgedi6zbd.pdf,,,,"Superiorly engineered, this desk combo boasts a ","Ensuring total space utilization, this product combines four shelves attached to a desk. Not only will you be maximizing your desk space, but the 4 shelves attached to it will also provide extra square footage",The durable metal frame is equipped to handle everything necessary for success in your field,"A gorgeous addition to any space, the realistic wood grain and subtle textures bring an elegance and warmth",Available in two color combinations that will harmonize and complement any choice of décor,"Superiorly engineered, this desk combo boasts a weight capacity of up to 200lbs.",,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--PQhUHxv5--/xpybdizovu6fvkbipeos.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--oEtZ8Lcd--/mwactkfkdb6pgedi6zbd.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/cs5wcrgcmdzwimelk4ew_large.jpg?v=1602702875,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/jcgvcfmgq2n3nijzjlwb_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lr3hc30hpxaf0p2zbawk_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ppzeoaunwndsnwnelgiy_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bdtahk0c5f1mh7orfm36_large.jpg?v=1603310879,,,,,
https://ofminc.com/,ESS-1004-WHT-NAT,https://ofminc.com/products/ofm-ess-1004-office-computer-desk,Essentials by OFM ESS-1004 Combination Desk with 4 Shelf Unit,Desk,Natural/White,,98.28,,"<p>The Essentials by OFM ESS-1004 Combination Desk and 4 Shelf Unit features four laminate surfaces to help keep projects organized. It has a durable metal frame that coincides nicely with the laminate surface. The desk is equipped with leveling glides to help keep the desk and shelves balanced and fortified. The ESS-1004 comes in two color options, gray walnut and white natural.
</p>",,http://images.salsify.com/image/upload/s--oEtZ8Lcd--/mwactkfkdb6pgedi6zbd.pdf,,,,"Superiorly engineered, this desk combo boasts a ","Ensuring total space utilization, this product combines four shelves attached to a desk. Not only will you be maximizing your desk space, but the 4 shelves attached to it will also provide extra square footage",The durable metal frame is equipped to handle everything necessary for success in your field,"A gorgeous addition to any space, the realistic wood grain and subtle textures bring an elegance and warmth",Available in two color combinations that will harmonize and complement any choice of décor,"Superiorly engineered, this desk combo boasts a weight capacity of up to 200lbs.",,,,,,,,,,,Assembly Instructions,http://images.salsify.com/image/upload/s--PQhUHxv5--/xpybdizovu6fvkbipeos.pdf,Tear Sheet,http://images.salsify.com/image/upload/s--oEtZ8Lcd--/mwactkfkdb6pgedi6zbd.pdf,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lpyrit8zpfufzp0zlfbj_large.jpg?v=1603313442,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/jcgvcfmgq2n3nijzjlwb_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/lr3hc30hpxaf0p2zbawk_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/ppzeoaunwndsnwnelgiy_large.jpg?v=1603310879,https://cdn.shopify.com/s/files/1/0460/4428/3047/products/bdtahk0c5f1mh7orfm36_large.jpg?v=1603310879,,,,,
